area_code,area_name,period,indicator,measure,unit,value
E08000029,Solihull,2024/25 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,83.2
E08000029,Solihull,2024/25 Q4,Percentage of all non-major development planning applications decided in time,Percentage,Applications,83.6
E08000029,Solihull,2025/26 Q1,Percentage of all non-major development planning applications decided in time,Percentage,Applications,85.3
E08000029,Solihull,2025/26 Q2,Percentage of all non-major development planning applications decided in time,Percentage,Applications,85.2
E08000029,Solihull,2025/26 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,91.2
E06000025,South Gloucestershire,2023/24 Q4,Percentage of all non-major development planning applications decided in time,Percentage,Applications,88.9
E06000025,South Gloucestershire,2024/25 Q1,Percentage of all non-major development planning applications decided in time,Percentage,Applications,90.6
E06000025,South Gloucestershire,2024/25 Q2,Percentage of all non-major development planning applications decided in time,Percentage,Applications,88.8
E06000025,South Gloucestershire,2024/25 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,89.2
E06000025,South Gloucestershire,2024/25 Q4,Percentage of all non-major development planning applications decided in time,Percentage,Applications,90
E06000025,South Gloucestershire,2025/26 Q1,Percentage of all non-major development planning applications decided in time,Percentage,Applications,86.5
E06000025,South Gloucestershire,2025/26 Q2,Percentage of all non-major development planning applications decided in time,Percentage,Applications,80.5
E06000025,South Gloucestershire,2025/26 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,86.4
E06000031,Peterborough,2023/24 Q4,Percentage of all non-major development planning applications decided in time,Percentage,Applications,84.7
E06000031,Peterborough,2024/25 Q1,Percentage of all non-major development planning applications decided in time,Percentage,Applications,82.9
E06000031,Peterborough,2024/25 Q2,Percentage of all non-major development planning applications decided in time,Percentage,Applications,80.5
E06000031,Peterborough,2024/25 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,79.5
E06000031,Peterborough,2024/25 Q4,Percentage of all non-major development planning applications decided in time,Percentage,Applications,82.8
E06000031,Peterborough,2025/26 Q1,Percentage of all non-major development planning applications decided in time,Percentage,Applications,82.5
E06000031,Peterborough,2025/26 Q2,Percentage of all non-major development planning applications decided in time,Percentage,Applications,86.9
E06000031,Peterborough,2025/26 Q3,Percentage of all non-major development planning applications decided in time,Percentage,Applications,85
