area_code,area_name,period,indicator,measure,unit,value
E09000006,Bromley,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,88
E06000060,Buckinghamshire,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,86
E10000003,Cambridgeshire,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,37
E06000049,Cheshire East,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,85
E92000001,England,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,84
E10000013,Gloucestershire,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,87
E10000015,Hertfordshire,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,88
E10000025,Oxfordshire,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,90
E08000029,Solihull,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,96
E08000007,Stockport,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,87
E10000030,Surrey,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,85
E08000009,Trafford,2017/18,Children looked after who had their teeth checked by a dentist,Percentage,Persons,93
E09000006,Bromley,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,91
E06000060,Buckinghamshire,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,75
E10000003,Cambridgeshire,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,55
E06000049,Cheshire East,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,76
E92000001,England,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,86
E10000013,Gloucestershire,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,87
E10000015,Hertfordshire,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,89
E10000025,Oxfordshire,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,89
E08000029,Solihull,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,94
E08000007,Stockport,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,87
E10000030,Surrey,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,91
E08000009,Trafford,2018/19,Children looked after who had their teeth checked by a dentist,Percentage,Persons,78
E09000006,Bromley,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,88
E06000060,Buckinghamshire,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E10000003,Cambridgeshire,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,68
E06000049,Cheshire East,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,75
E92000001,England,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,86
E10000013,Gloucestershire,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,86
E10000015,Hertfordshire,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,91
E10000025,Oxfordshire,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,83
E08000029,Solihull,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,98
E08000007,Stockport,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,84
E10000030,Surrey,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,92
E08000009,Trafford,2019/20,Children looked after who had their teeth checked by a dentist,Percentage,Persons,70
E09000006,Bromley,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,45
E06000060,Buckinghamshire,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,58
E10000003,Cambridgeshire,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,30
E06000049,Cheshire East,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,35
E92000001,England,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,40
E10000013,Gloucestershire,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,48
E10000015,Hertfordshire,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,44
E10000025,Oxfordshire,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,46
E08000029,Solihull,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,33
E08000007,Stockport,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,28
E10000030,Surrey,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,58
E08000009,Trafford,2020/21,Children looked after who had their teeth checked by a dentist,Percentage,Persons,26
E09000006,Bromley,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,75
E06000060,Buckinghamshire,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,85
E10000003,Cambridgeshire,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,56
E06000049,Cheshire East,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,51
E92000001,England,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,70
E10000013,Gloucestershire,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,83
E10000015,Hertfordshire,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E10000025,Oxfordshire,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E08000029,Solihull,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,68
E08000007,Stockport,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,54
E10000030,Surrey,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,85
E08000009,Trafford,2021/22,Children looked after who had their teeth checked by a dentist,Percentage,Persons,57
E09000006,Bromley,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,91
E06000060,Buckinghamshire,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,60
E10000003,Cambridgeshire,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,69
E06000049,Cheshire East,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E92000001,England,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,76
E10000013,Gloucestershire,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,83
E10000015,Hertfordshire,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,80
E10000025,Oxfordshire,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,79
E08000029,Solihull,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,50
E08000007,Stockport,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E10000030,Surrey,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,84
E08000009,Trafford,2022/23,Children looked after who had their teeth checked by a dentist,Percentage,Persons,62
E09000006,Bromley,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,90
E06000060,Buckinghamshire,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,65
E10000003,Cambridgeshire,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,71
E06000049,Cheshire East,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,87
E92000001,England,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,79
E10000013,Gloucestershire,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,88
E10000015,Hertfordshire,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,84
E10000025,Oxfordshire,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,80
E08000029,Solihull,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,65
E08000007,Stockport,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,74
E10000030,Surrey,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,93
E08000009,Trafford,2023/24,Children looked after who had their teeth checked by a dentist,Percentage,Persons,61
